,node1,node2,q,k,v
0,409,1301,244.80815972222223,0.0797568576388889,62.10494791666667
1,1301,560,221.50954861111111,0.06000590277777776,64.49878472222224
2,560,370,202.1701388888889,0.058214149305555546,65.08628472222225
3,370,369,211.9435763888889,0.06116076388888888,65.35581597222225
4,369,1135,227.36805555555554,0.06601536458333332,64.4037326388889
5,1135,1134,215.82638888888889,0.07192031250000003,63.60121527777776
6,1134,1133,201.89409722222223,0.06735381944444449,63.370486111111084
7,1133,1132,215.46006944444446,0.06431180555555555,63.446006944444434
8,1132,1131,249.25173611111111,0.06406232638888887,63.605208333333366
9,1131,1141,260.02256944444446,0.06060416666666666,63.57361111111112
10,1141,1129,224.14236111111111,0.07236180555555555,63.13038194444444
11,1129,1130,237.9670138888889,0.0660973958333333,64.88368055555554
12,1130,1126,280.14583333333337,0.0754659722222222,64.5694444444444
13,1126,1128,270.9826388888889,0.07567951388888888,63.47187499999996
14,1128,1127,273.2829861111111,0.05627829861111109,64.11163194444444
15,1127,1124,287.0729166666667,0.06513993055555553,63.332118055555554
16,1124,1125,287.22222222222223,0.06088559027777776,64.1486111111111
17,1125,1317,268.375,0.05018090277777776,66.2157986111111
18,1317,1122,243.64930555555554,0.05022170138888889,67.08871527777777
19,1122,1233,158.12152777777777,0.046997569444444456,65.60729166666661
20,1233,1232,81.51388888888889,0.04398715277777779,63.62222222222216
21,1232,1251,81.51388888888889,0.04398715277777779,63.62222222222216
22,1251,1252,181.62152777777777,0.06404409722222222,59.011284722222214
23,1252,1250,181.64930555555557,0.06404409722222222,59.030034722222226
24,1250,447,143.40277777777777,0.05315815972222221,62.22656249999999
25,447,1234,199.94444444444446,0.06001666666666667,61.465972222222256
26,1234,1236,200.04340277777777,0.05807604166666672,63.13333333333335
27,1236,1235,211.85243055555554,0.07766232638888892,62.822569444444426
28,1235,1249,210.86458333333334,0.08119496527777777,60.811458333333334
29,1249,448,201.5685763888889,0.07018567708333331,61.17109375000001
30,448,1237,140.62413194444446,0.05942265625,62.94800347222219
31,1237,1240,134.31423611111111,0.04498072916666668,64.9071180555555
32,1240,1239,186.74305555555554,0.05441840277777778,63.96579861111108
33,1239,1248,181.578125,0.05402204861111111,63.60104166666666
34,1248,449,150.01041666666666,0.04602743055555556,64.92473958333332
35,449,1238,102.43055555555554,0.04543020833333334,64.0421006944444
36,1238,1247,125.46875,0.0496748263888889,63.89513888888888
37,1247,1246,148.53298611111111,0.04854392361111111,64.42934027777778
38,1246,1241,104.63368055555556,0.04285625,64.19392361111107
39,1241,1242,81.56944444444444,0.04398715277777779,63.65972222222217
40,1242,450,113.34114583333334,0.042205208333333355,65.08819444444443
41,450,451,140.91753472222223,0.039756510416666696,66.6123263888889
42,451,1245,109.14583333333334,0.04153845486111113,65.18385416666665
43,1245,452,100.26692708333334,0.03672851562500001,65.68567708333333
44,452,454,125.34939236111111,0.03333007812500001,67.05737847222224
45,454,1244,106.6640625,0.040588715277777784,65.08611111111111
46,1244,1243,81.59375,0.04398715277777779,63.76909722222221
47,1243,773,110.796875,0.0495375,63.68003472222222
48,773,1002,133.53472222222223,0.05821371527777777,61.39010416666666
49,1002,195,128.05729166666666,0.06260529513888889,60.16874999999998
50,195,469,137.52430555555554,0.06751024305555556,60.96788194444444
51,469,468,145.64930555555557,0.06727387152777778,61.38637152777779
52,468,467,147.83072916666669,0.06545703124999999,61.657638888888904
53,467,1016,134.34461805555557,0.06110685763888889,61.57699652777777
54,1016,1013,123.43923611111111,0.053490104166666684,63.18836805555554
55,1013,1014,130.84722222222223,0.05348680555555558,64.18072916666667
56,1014,353,162.52690972222223,0.04951041666666668,64.62942708333334
57,353,1025,181.63628472222223,0.04376284722222223,65.31276041666666
58,1025,1012,168.01388888888889,0.049309548611111115,62.123090277777806
59,1012,1024,164.4375,0.04937361111111111,62.742534722222246
60,1024,1011,166.06076388888889,0.041712673611111126,65.41093750000002
61,1011,352,186.85503472222223,0.05454583333333335,62.43454861111113
62,352,1023,199.23350694444446,0.0589046875,62.70538194444446
63,1023,1010,190.91666666666669,0.05289114583333335,63.375694444444434
64,1010,1022,189.54340277777777,0.054065451388888894,63.43559027777776
65,1022,1009,193.07465277777777,0.051376388888888874,63.87986111111111
66,1009,351,208.93142361111111,0.05725963541666666,62.68541666666665
67,351,1021,215.19184027777777,0.05575321180555555,63.63524305555552
68,1021,1008,197.22222222222223,0.05224253472222221,63.0237847222222
69,1008,1020,187.90104166666669,0.053028125,62.994965277777794
70,1020,1007,195.30208333333334,0.052320138888888895,63.714930555555554
71,1007,313,212.72569444444446,0.061230729166666664,62.69505208333332
72,313,360,227.18923611111111,0.07315755208333335,62.47395833333332
73,360,1019,219.85590277777777,0.06429331597222226,62.20390625
74,1019,1006,199.75694444444446,0.042289062500000016,64.65260416666669
75,1006,1018,186.71180555555554,0.04658333333333331,63.89079861111113
76,1018,1005,196.94965277777777,0.05459809027777775,61.0935763888889
77,1005,359,215.8029513888889,0.04606258680555553,63.30121527777777
78,359,358,225.6857638888889,0.04668081597222222,64.78854166666667
79,358,1017,227.04079861111111,0.050724652777777796,64.89583333333333
80,1017,1004,216.68229166666669,0.04414114583333334,65.94340277777776
81,1004,774,209.19270833333334,0.03843055555555556,66.94774305555552
82,774,1003,220.97222222222223,0.03950486111111111,66.58055555555555
83,1003,357,223.94270833333334,0.04195277777777776,66.13289930555555
84,357,772,226.40625,0.04156874999999998,65.77717013888889
85,772,194,228.36545138888889,0.039416579861111106,65.65390625000003
86,194,775,221.70052083333334,0.03702109375,66.53810763888893
87,775,356,237.140625,0.0395322048611111,66.73411458333337
88,356,776,236.72743055555554,0.04276067708333331,66.97317708333335
89,776,777,224.77083333333331,0.040090625,67.34548611111114
90,777,1264,241.55208333333331,0.048098437500000035,65.5529513888889
91,1264,1263,233.3454861111111,0.05760503472222227,64.26788194444444
92,1263,196,211.57638888888889,0.053558767361111134,65.34956597222221
93,196,477,220.82725694444446,0.04837430555555556,66.18940972222222
94,477,374,228.28645833333331,0.0361921875,67.8140625
95,374,1015,206.9140625,0.031193663194444443,68.87855902777777
96,1015,764,193.41319444444446,0.036878993055555545,67.85017361111109
97,764,377,228.03038194444446,0.03669869791666665,67.44635416666662
98,377,191,244.42621527777777,0.03925494791666666,66.99305555555551
99,191,375,254.3185763888889,0.04638967013888888,65.59105902777777
100,375,456,268.5546875,0.054791319444444445,63.97934027777779
101,456,378,277.82725694444446,0.05840668402777778,62.310329861111114
102,378,765,290.99565972222223,0.05959461805555556,62.57274305555555
103,765,766,285.3611111111111,0.07442812500000001,61.5368055555555
104,766,376,317.3845486111111,0.07363767361111112,62.1522569444444
105,376,767,343.8220486111111,0.06430156249999999,64.1831597222222
106,767,768,324.3732638888889,0.08192343749999997,60.41597222222223
107,768,379,375.6328125,0.09619079861111109,61.71206597222224
108,379,380,410.5720486111111,0.08728541666666667,63.65894097222225
109,380,381,391.2135416666667,0.08026901041666668,63.18142361111111
110,381,769,376.32118055555554,0.08450772569444442,63.54548611111109
111,769,770,350.83506944444446,0.07352065972222221,63.065798611111106
112,770,771,373.24479166666663,0.06098298611111112,65.24288194444445
113,771,192,402.82118055555554,0.06376822916666669,65.49131944444446
114,192,193,416.6935763888889,0.06989166666666666,64.50651041666669
115,193,382,382.31684027777777,0.07882960069444445,60.78480902777778
116,382,1155,398.9895833333333,0.09210234374999997,59.368576388888904
117,1155,1260,327.4166666666667,0.06660711805555553,64.7732638888889
118,1260,1259,211.63715277777777,0.04254930555555558,65.95225694444449
119,1259,1261,206.78125,0.07861579861111113,59.47256944444449
120,1261,466,215.11024305555554,0.0903920138888889,58.802256944444466
121,466,967,340.03038194444446,0.07690069444444445,63.44513888888889
122,967,956,441.86631944444446,0.08610624999999997,63.19149305555554
123,956,297,430.60416666666663,0.09029930555555554,61.45902777777778
124,297,446,295.86024305555554,0.07755512152777777,58.96197916666667
125,446,1290,266.04600694444446,0.08198515624999995,57.57864583333334
126,1290,934,330.24652777777777,0.0841517361111111,61.32690972222222
127,934,561,345.95052083333337,0.07786328125000003,63.269184027777776
128,561,343,297.37890625,0.08435351562500003,62.29743923611111
129,343,1302,256.0794270833333,0.07543676215277781,62.9312065972222
130,1302,944,331.7170138888889,0.07420347222222227,63.65572916666666
131,944,579,368.58680555555554,0.07980885416666668,62.173263888888904
132,579,968,228.5451388888889,0.06082170138888887,61.89305555555554
133,968,957,221.53645833333331,0.0629743055555556,63.57777777777772
134,957,6,330.3029513888889,0.08328741319444449,63.08420138888885
135,6,969,325.5876736111111,0.10284227430555556,64.4090277777778
136,969,970,309.71875,0.10582795138888894,63.39027777777781
137,970,1293,240.99479166666666,0.0754526041666667,62.186458333333356
138,1293,424,190.34114583333331,0.060550868055555554,62.82612847222222
139,424,1262,123.7578125,0.05238420138888889,62.749565972222186
140,1262,322,81.51388888888889,0.04398715277777779,63.62222222222216
141,322,971,81.51388888888889,0.04398715277777779,63.62222222222216
142,971,958,81.51388888888889,0.04398715277777779,63.62222222222216
143,958,7,94.67534722222223,0.0419748263888889,64.59227430555552
144,7,421,106.43576388888889,0.03764982638888889,66.1111111111111
145,421,422,93.78819444444444,0.03255581597222222,66.08246527777777
146,422,423,82.02777777777777,0.03688081597222223,64.56362847222218
147,423,1307,227.5642361111111,0.07636145833333331,61.190972222222186
148,1307,566,404.7361111111111,0.10873576388888884,58.74592013888886
149,423,972,81.51388888888889,0.04398715277777779,63.62222222222216
150,972,1274,81.51388888888889,0.04398715277777779,63.62222222222216
151,1274,959,81.51388888888889,0.04398715277777779,63.62222222222216
152,959,973,81.51388888888889,0.04398715277777779,63.62222222222216
153,973,960,81.51388888888889,0.04398715277777779,63.62222222222216
154,579,1100,295.9166666666667,0.0786046875,58.39513888888891
155,1100,1103,227.96354166666669,0.09513906249999998,58.03368055555557
156,1103,1102,234.76388888888889,0.08787586805555547,61.45590277777778
157,1102,1104,216.78472222222223,0.10026527777777774,60.65138888888889
158,1104,1101,210.47916666666666,0.10105902777777777,59.60086805555556
159,1101,1105,200.36111111111111,0.07936631944444447,59.843055555555566
160,1105,1106,192.23611111111111,0.07306440972222225,60.258854166666694
161,1106,1107,172.08333333333331,0.06209947916666669,62.433854166666684
162,1107,363,116.47048611111111,0.05675147569444447,60.884982638888886
163,363,1159,107.48263888888889,0.06208567708333329,60.720052083333336
164,1159,1158,123.72395833333334,0.09402847222222219,60.161805555555574
165,1158,1160,124.97395833333334,0.08454131944444446,62.57274305555558
166,1160,1161,113.47743055555556,0.05489600694444445,65.2795138888889
167,1161,1162,103.13368055555556,0.045564062500000016,65.15225694444445
168,1162,1163,124.22743055555554,0.036075000000000024,67.91475694444446
169,1163,1164,132.08854166666666,0.044857465277777765,67.87673611111114
170,1164,1165,123.22048611111111,0.05038680555555554,66.25468749999999
171,446,1229,169.90885416666669,0.06070182291666665,60.12534722222223
172,1229,1186,151.38888888888889,0.048254687500000004,63.353125000000006
173,1186,1228,134.54861111111111,0.03361440972222223,63.844270833333326
174,1228,1185,144.50520833333334,0.03456753472222223,64.50763888888889
175,1185,445,154.84461805555554,0.05106822916666668,64.42517361111112
176,445,1222,149.0078125,0.057815972222222234,63.19184027777779
177,1222,1209,145.16319444444446,0.051258506944444435,63.1388888888889
178,1209,1223,161.15625,0.05128315972222221,62.670659722222226
179,1223,1210,181.60763888888889,0.06022013888888888,61.125
180,1210,1224,193.03819444444446,0.07178368055555558,58.60225694444445
181,1224,1211,212.87673611111111,0.07301718750000002,59.65017361111111
182,1211,440,203.38194444444446,0.06947213541666666,59.80147569444444
183,440,1225,151.15104166666666,0.07866102430555558,57.31814236111114
184,1225,1212,121.34375,0.06106631944444446,62.16458333333337
185,1212,439,131.140625,0.06104956597222224,60.74513888888891
186,439,442,176.203125,0.07932855902777779,57.2474826388889
187,442,1226,242.05381944444446,0.06828107638888888,61.23550347222222
188,1226,1213,253.6388888888889,0.05645833333333333,64.21145833333334
189,1213,443,221.5217013888889,0.048518315972222226,63.74218750000001
190,443,1227,227.71788194444446,0.05151015625000001,62.93194444444444
191,1227,1214,243.77256944444446,0.06050034722222223,61.47118055555557
192,1214,1221,232.41493055555554,0.06678385416666671,61.07899305555556
193,1221,1215,205.25347222222223,0.05951493055555559,64.44045138888887
194,1215,1220,204.66145833333331,0.05172986111111111,65.66197916666664
195,1220,1216,235.00173611111111,0.05614114583333335,64.87482638888892
196,1216,1219,242.08680555555554,0.05413732638888889,64.77013888888895
197,1219,1218,241.16493055555554,0.05343402777777777,65.06770833333336
198,1218,1217,238.03298611111111,0.059265277777777764,63.797395833333326
199,1217,1207,241.64409722222223,0.06057187499999998,63.12135416666667
200,1207,1203,244.76041666666666,0.06712465277777778,61.73524305555556
201,1203,1204,263.53645833333337,0.06517569444444445,62.967881944444414
202,1204,1202,283.15972222222223,0.06916354166666665,63.827777777777776
203,1202,437,285.36631944444446,0.07853263888888887,62.192968750000034
204,437,1205,305.671875,0.061645833333333316,63.587934027777784
205,1205,1201,253.51041666666669,0.042745312499999986,65.93802083333334
206,1201,1230,191.84027777777777,0.0482796875,65.57517361111113
207,1230,441,197.59027777777777,0.06035729166666669,62.381510416666664
208,441,1206,217.38020833333334,0.05718072916666666,62.72248263888888
209,1206,436,221.4296875,0.05699210069444443,60.03203125
210,436,1200,220.38107638888889,0.054542795138888885,59.91328124999998
211,1200,438,233.2265625,0.051330989583333334,64.34288194444443
212,438,435,225.97309027777777,0.05085138888888889,64.74644097222223
213,435,1208,230.10416666666666,0.05159123263888886,65.07942708333331
214,1208,1199,223.54166666666669,0.04500763888888887,66.07812500000003
215,1199,791,214.59027777777777,0.040123611111111124,66.20555555555559
216,791,792,215.390625,0.04503836805555556,65.0503472222222
217,792,794,220.42013888888889,0.05078263888888887,64.80208333333331
218,794,793,222.77083333333331,0.05189444444444444,64.43576388888887
219,793,1231,222.40972222222223,0.04947118055555558,62.96440972222222
220,1231,795,246.15972222222223,0.04740225694444447,64.39947916666668
221,795,796,244.50173611111111,0.0526685763888889,63.34913194444445
222,796,444,160.10416666666666,0.03869253472222223,63.46302083333332
223,444,798,75.61284722222221,0.024655208333333345,64.58732638888888
224,798,797,47.18055555555556,0.022946354166666672,64.47239583333337
225,797,800,161.39583333333334,0.038974131944444435,65.6748263888889
226,800,799,268.5729166666667,0.060142187500000006,65.49305555555557
227,799,1097,367.2204861111111,0.06817517361111114,63.641319444444434
228,1097,801,479.13715277777777,0.08524427083333336,59.74340277777775
229,801,802,461.26215277777777,0.09590989583333331,58.79479166666667
230,802,803,571.9166666666666,0.13830607638888887,59.767881944444454
231,803,804,556.4947916666666,0.1529854166666667,57.434895833333314
232,804,805,423.390625,0.11170850694444451,58.09704861111109
233,805,806,441.1840277777778,0.08466875000000001,62.43368055555554
234,806,807,437.90625,0.10657673611111115,60.16059027777774
235,807,808,405.79340277777777,0.13476128472222226,57.91597222222221
236,808,809,395.07465277777777,0.1328196180555555,61.04722222222224
237,809,810,397.38368055555554,0.13038402777777772,62.19427083333337
238,810,811,386.95833333333337,0.11595156249999997,60.008159722222224
239,811,812,389.69618055555554,0.09906753472222225,60.663715277777754
240,812,206,374.4765625,0.11126953125,59.5884548611111
241,206,815,371.67100694444446,0.12492994791666667,57.59592013888889
242,815,813,386.63715277777777,0.12176736111111114,57.75868055555559
243,813,494,378.19270833333337,0.11752065972222225,58.17855902777781
244,494,816,363.74479166666663,0.11765972222222225,57.63046875000001
245,816,817,341.9357638888889,0.12055850694444446,56.64826388888888
246,817,818,336.76909722222223,0.12650069444444445,56.26840277777775
247,818,819,343.51041666666663,0.13330416666666672,55.01631944444444
248,819,1098,339.5173611111111,0.1489937500000001,54.12274305555556
249,1098,820,348.2447916666667,0.14040190972222222,54.83125000000001
250,820,495,356.6267361111111,0.11594383680555552,58.13706597222222
251,495,1036,338.6423611111111,0.12321814236111109,58.241579861111106
252,1036,1030,330.03993055555554,0.12640486111111113,56.02326388888892
253,1030,1031,332.86805555555554,0.11300850694444445,56.04843750000002
254,1031,1037,336.9184027777778,0.12273784722222225,56.11874999999999
255,1037,1032,324.2152777777778,0.1412,55.97986111111112
256,1032,909,324.9392361111111,0.12132395833333329,57.4708333333333
257,909,329,335.6189236111111,0.10733046874999999,58.97291666666663
258,329,1033,342.0911458333333,0.08493480902777777,61.294791666666654
259,1033,433,322.5564236111111,0.06895625,62.54348958333333
260,433,1196,295.66927083333337,0.08123854166666668,61.99939236111113
261,1196,207,291.2057291666667,0.08783038194444444,60.609288194444446
262,207,434,240.64756944444446,0.10653689236111114,57.82855902777777
263,434,484,315.5060763888889,0.11191059027777782,58.72621527777778
264,484,485,423.8263888888889,0.09076440972222222,61.32604166666667
265,485,821,422.13020833333337,0.11444765625,60.444270833333334
266,821,822,412.63194444444446,0.14420225694444447,58.065625000000004
267,822,1034,374.97395833333337,0.11847517361111115,58.15086805555556
268,1034,486,379.0,0.1211330729166667,58.60963541666667
269,486,823,401.84722222222223,0.1344127604166666,58.50529513888889
270,823,1035,387.77083333333337,0.13108229166666657,58.55520833333332
271,1035,824,388.33333333333337,0.12160868055555553,59.7982638888889
272,824,208,378.4357638888889,0.11755529513888886,59.38845486111113
273,208,825,353.81597222222223,0.13048515624999996,57.094184027777786
274,825,487,367.15104166666663,0.1348186631944444,56.88532986111114
275,487,826,368.46006944444446,0.1310136284722222,56.78081597222224
276,826,1151,352.02430555555554,0.11417951388888886,58.89861111111114
277,1151,937,341.27777777777777,0.10476267361111109,60.409895833333366
278,937,488,364.61371527777777,0.1170344618055556,59.60746527777779
279,488,827,371.24913194444446,0.12105842013888896,58.725520833333334
280,827,209,346.8107638888889,0.11456753472222223,59.28090277777778
281,209,489,388.78125,0.13017057291666667,60.31840277777778
282,489,490,408.5052083333333,0.13461788194444446,59.16996527777777
283,490,828,383.50868055555554,0.1162948784722222,59.739756944444466
284,828,584,341.47916666666663,0.09203750000000002,62.236284722222244
285,584,1197,254.82118055555554,0.06474878472222224,63.62951388888891
286,1197,887,226.45659722222223,0.05822621527777776,63.58888888888892
287,887,585,233.703125,0.06432517361111106,62.22569444444447
288,585,1198,216.38020833333331,0.0800361111111111,60.17291666666668
289,1198,491,219.3125,0.07754062500000002,59.95503472222224
290,491,1254,236.1875,0.05645920138888892,63.900520833333346
291,1254,1253,252.55381944444443,0.07933506944444448,61.60989583333333
292,1253,1187,270.3888888888889,0.10662951388888892,60.31024305555557
293,1187,1188,271.8541666666667,0.0838935763888889,65.37083333333337
294,1188,1178,243.28472222222223,0.08219565972222222,57.51753472222225
295,1178,410,244.38541666666666,0.09555260416666665,55.42838541666665
296,410,1179,247.859375,0.08706909722222227,62.49435763888886
297,1179,1180,205.1232638888889,0.062023784722222294,63.94947916666665
298,1180,411,231.87586805555554,0.05615633680555558,64.61953125
299,411,1181,264.91059027777777,0.08175217013888887,64.04696180555557
300,1181,1182,356.50347222222223,0.13924774305555548,55.07500000000001
301,1182,412,367.0763888888889,0.13365798611111104,54.70529513888887
302,412,413,264.48090277777777,0.08097890625000001,62.2921875
303,413,414,261.05902777777777,0.08064244791666668,61.879340277777764
304,414,415,261.36024305555554,0.08483081597222224,61.151996527777754
305,415,1183,248.73177083333331,0.07788394097222223,61.2659722222222
306,1183,1184,229.47569444444446,0.07138159722222227,63.017361111111086
307,1122,1121,231.84895833333331,0.0465467013888889,67.68402777777777
308,1121,1123,203.94965277777777,0.041251041666666675,67.62152777777777
309,1123,1120,253.56597222222223,0.04722222222222224,68.1234375
310,1120,1119,284.3385416666667,0.04913663194444445,67.75138888888888
311,1119,367,255.2734375,0.04164444444444444,68.43168402777778
312,367,1118,279.45572916666663,0.04033472222222223,69.83532986111112
313,1118,1142,289.38194444444446,0.038440277777777775,69.83263888888888
314,1142,1150,278.93402777777777,0.04249461805555554,68.37760416666666
315,1150,1112,265.0642361111111,0.05004166666666665,66.65885416666667
316,1112,1140,269.421875,0.053902256944444435,65.6074652777778
317,1140,1113,272.51041666666663,0.052639062499999986,65.61875000000003
318,1113,945,279.74479166666663,0.048376388888888885,66.56770833333336
319,945,906,287.57118055555554,0.05274722222222223,66.46944444444442
320,906,1267,276.32118055555554,0.0525546875,67.0630208333333
321,1267,1137,277.96354166666663,0.051913715277777786,67.33159722222223
322,1137,276,274.8958333333333,0.053437326388888914,66.96493055555555
323,276,1139,299.38194444444446,0.055255034722222235,66.6083333333333
324,1139,365,313.24479166666663,0.061234201388888895,65.28611111111107
325,365,419,300.19878472222223,0.060249479166666654,65.61935763888889
326,419,1114,279.16059027777777,0.05585729166666664,65.16484374999999
327,1114,1316,278.0833333333333,0.05109253472222221,65.66649305555553
328,1316,1315,293.76215277777777,0.04928350694444444,66.26128472222223
329,1315,1270,277.7829861111111,0.061947048611111125,63.4873263888889
330,1270,1115,277.6267361111111,0.07342274305555559,62.069270833333334
331,1115,43,285.6197916666667,0.07232187500000001,62.67855902777778
332,43,594,301.11631944444446,0.07929809027777779,61.587413194444466
333,594,593,310.19965277777777,0.08743524305555556,60.69305555555559
334,593,373,319.3880208333333,0.08559348958333332,62.209288194444454
335,373,1312,323.60850694444446,0.07619904513888887,64.11519097222225
336,1312,905,312.36458333333337,0.07963645833333331,62.295659722222226
337,905,472,296.21788194444446,0.0875911458333333,58.61024305555556
338,472,974,302.06684027777777,0.07428923611111113,61.72204861111112
339,974,1266,307.63715277777777,0.07315902777777783,60.95607638888886
340,1266,903,311.62847222222223,0.08132482638888891,58.1376736111111
341,903,763,337.0954861111111,0.0753347222222222,60.15642361111108
342,763,478,344.62065972222223,0.07710711805555553,60.42664930555552
343,478,902,311.0564236111111,0.07491770833333333,62.01623263888888
344,902,762,315.46006944444446,0.07819565972222217,63.09340277777779
345,762,901,324.1267361111111,0.08286388888888882,61.54687499999999
346,901,275,317.7951388888889,0.07440460069444443,61.12413194444442
347,275,190,365.2092013888889,0.07760512152777777,62.2833333333333
348,190,761,410.0494791666667,0.07812152777777776,64.44965277777774
